,Name,Description,Old Price,New Price,Discount,Size(s)
200,Capri Table Cover,64x95 inches,"PKR 4,840","PKR 3,388",30,
201,Capri Place Mat Set 6 PCs,13x18 inches,"PKR 3,225","PKR 2,258",30,
202,Peach Combed Dyed Embroidered Towel,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 750,PKR 375,50,Hand Towel/Bath Towel
203,Ocean Wave Combed Dyed Embroidered Towel,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 750,PKR 375,50,Hand Towel
204,Teal Combed Dyed Embroidered Towel,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 750,PKR 375,50,Hand Towel
205,White Combed Dyed Embroidered Towel,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 750,PKR 375,50,Hand Towel
206,Cream Combed Dyed Embroidered Towel,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 750,PKR 375,50,Hand Towel
207,Lilac Combed Dyed Embroidered Towel,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 750,PKR 375,50,Hand Towel
208,Lapis Double Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm

 
Single Ply Fleece Throw
Soft and cozy, these printed blankets feature unique homely designs that will suit any aesthetic. The top of the blanket has a velvety feel, while the opposite side is smoother and resembles felt. Can be used as bed spread too. Also useful for babies and small children as bed warmer round the year.
 Double Ply Fleece Throw
Add a touch of elegance and warmth to your home with the finest quality and exclusive Double Ply Reversible Fleece blankets. The fabulous feeling you get is captured in the softness of this blanket; this smooth blanket throw will keep you cozy during the long cold winter while giving your bed elegant opulence.","PKR 5,500","PKR 2,750",50,Double/Single
209,Sea Shell Single Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm

 
Single Ply Fleece Throw
Soft and cozy, these printed blankets feature unique homely designs that will suit any aesthetic. The top of the blanket has a velvety feel, while the opposite side is smoother and resembles felt. Can be used as bed spread too. Also useful for babies and small children as bed warmer round the year.
 Double Ply Fleece Throw
Add a touch of elegance and warmth to your home with the finest quality and exclusive Double Ply Reversible Fleece blankets. The fabulous feeling you get is captured in the softness of this blanket; this smooth blanket throw will keep you cozy during the long cold winter while giving your bed elegant opulence.","PKR 5,500","PKR 2,750",50,Double
210,Tea Pink Jacquard Dyed T-450 Quilt Cover Set,"Jacquard Bedding T-450
T- 450 Jacquard fabric features a raised pattern that is woven (instead of printed) onto the fabric. Popular jacquard designs include damasks, florals, and geometrics. This textured fabric has varying drape-ability and durability depending on the fibers used.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 12,540","PKR 8,778",30,Double/King
211,Pinkish Red Jacquard Dyed T-450 Quilt Cover Set,"Jacquard Bedding T-450
T- 450 Jacquard fabric features a raised pattern that is woven (instead of printed) onto the fabric. Popular jacquard designs include damasks, florals, and geometrics. This textured fabric has varying drape-ability and durability depending on the fibers used.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 12,540","PKR 8,778",30,Double/King
212,Grey Jacquard Dyed T-450 Quilt Cover Set,"Jacquard Bedding T-450
T- 450 Jacquard fabric features a raised pattern that is woven (instead of printed) onto the fabric. Popular jacquard designs include damasks, florals, and geometrics. This textured fabric has varying drape-ability and durability depending on the fibers used.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 12,540","PKR 8,778",30,Double/King
213,Tea Pink Plain Dyed T-450 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 6,270","PKR 4,389",30,Double/King
214,Pinkish Red Plain Dyed T-450 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 6,842","PKR 4,790",30,King
215,Grey Plain Dyed T-450 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 6,270","PKR 4,389",30,Double/King
216,Cloudburst Jacquard Bed Spread Set,"Bed Spread Set:
Package Includes:

1 Bed Spread - (260 x 240)
1 Plain Dyed Bed Sheet - (260 x 240)
2 Pillow Cases - (48 x 76 + 6 cm)
2 Bed Sheet Pillow Cases - (48 x 76 + 6 cm)
2 Cushion Covers - (46 x 46 cm)","PKR 24,000","PKR 16,800",30,Double
217,Ganache Velvet Bed Cover Set,"Velvet Bed Cover Set:
Package Includes:

1 Bed Cover - 240x260 cm
2 Pillow Covers - 48x76 cm
2 Cushion Covers - 46x46 cm","PKR 19,000","PKR 13,300",30,Double
218,Bands Brown Yarn Dyed Jacquard Floor Runner,50x150 cm,"PKR 4,625","PKR 2,775",40,
219,Bands Dove Yarn Dyed Jacquard Floor Runner,50x150 cm,"PKR 4,625","PKR 2,775",40,
220,Bands Aqua Yarn Dyed Jacquard Floor Runner,50x150 cm,"PKR 4,625","PKR 2,775",40,
221,Chevron Yarn Dyed Jacquard Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
222,Rhombus Yarn Dyed Jacquard Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
223,Hexo Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
224,Oak Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
225,Chevron Yarn Dyed Jacquard Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
226,Rhombus Yarn Dyed Jacquard Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
227,Hexo Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
228,Oak Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
229,Indigo Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
230,Oyster Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
231,Florid Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
232,Bister Screen Printed Rug,3x5 ft,"PKR 5,915","PKR 4,141",30,
233,Salsa T-200 Emb Quilt Cover Set,"Salsa Duvet Cover:
An elegant damask design tops on bold pinkish red background in this stunning duvet cover set. This duvet cover is delightfully embroidered to add the cherry on the top. This luxurious embroidered Duvet will have you indulged in pure luxury.
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 11,830","PKR 7,098",40,Double
234,Peach Apricot T-400 Emb Bed Sheet Set,"ROYAL SIGNATURE COLLECTION T-400
Indulgently soft, sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered bedding set, offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, our Signature Collection is a must-have, which makes your room comfortable and elegant.
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 6,300","PKR 4,410",30,King
235,Cream Geometric T-400 Emb Quilt Cover Set,"ROYAL SIGNATURE COLLECTION T-400
Indulgently soft, sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered duvet cover set, offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, our Signature Collection is a must-have, which makes your room comfortable and elegant.
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,300","PKR 10,010",30,Double/King
236,Vivid Blossom T-150 Quilt Cover Set,"Vivid Blossom Duvet Cover:
This perfectly designed duvet cover features a vibrant watercolor floral pattern balanced with geometric grid. This duvet set is a stunning exploration of floral theme. It will add an air of elegance to any stylish home.
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 3,550","PKR 1,775",50,Single/King
237,Tango T-150 Bed Sheet Set,"Tango Sheet Set:
This bedding is a perfect example of modern time creativity inspired by traditional art. Unique design in bright and bold geometric pattern runs across the duvet surface with colorful sheet. It will create the ambiance that will become a characteristic of your home.
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,600","PKR 1,300",50,Double/King
238,Aurora T-200 Bed Sheet Set,"Aurora Sheet Set:
This sheet set is crafted with all over floral sheet on neutral base that can add exquisite charm to it.
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,710","PKR 2,226",40,Double/King
239,Vivid Blossom T-150 Bed Sheet Set,"Vivid Blossom Sheet Set:
The bright colored sheet set offers a dazzling spectrum of design, texture and colors.
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,800",PKR 900,50,Single/King
240,SS19-037 Bed Sheet Set,"Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
241,Eclipse Chenille Bed Spread Set,"BRIDAL BEDDING
Chenille Bedding:
This series of bedcovers features chenille fabric, with a soft feel and dynamic designs. This work of art is made to unparalleled perfection. The bed spread is a wonderful ensemble for your bedroom; consisting of microfiber that ensures durability and a comfortable sleep every night.
Package Includes: 8 Pieces

1 Bed Spread  
2 Pillow Cases
2 Cushion Covers
1 Flat Sheet
2 Sheet Pillow Cases","PKR 27,000","PKR 18,900",30,Double
242,SS19-035 Bed Sheet Set,"Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double
243,SS19-033 Bed Sheet Set,"Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double/King
244,Charcoal Gray Stripe Yarn Dyed Towel,"Jacquard Towel
Get mesmerized with our exclusive Jacquard towel collection.
Jacquard towels are yarn-dyed terry towels woven on a special hook with an attachment allowing patterns to be woven into the terry pile. Jacquard weaves also have different heights of terry loop and intricate color designs. A jacquard design will appear on both the back and face of the towel.
Available in: 

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 850,PKR 425,50,Hand Towel/Bath Sheet
245,Aqua & Brown Stripe Yarn Dyed Towel,"Jacquard Towel
Get mesmerized with our exclusive Jacquard towel collection.
Jacquard towels are yarn-dyed terry towels woven on a special hook with an attachment allowing patterns to be woven into the terry pile. Jacquard weaves also have different heights of terry loop and intricate color designs. A jacquard design will appear on both the back and face of the towel.
Available in: 

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 850,PKR 425,50,Hand Towel/Bath Sheet
246,Mauve & Purple Stripe Yarn Dyed Towel,"Jacquard Towel
Get mesmerized with our exclusive Jacquard towel collection.
Jacquard towels are yarn-dyed terry towels woven on a special hook with an attachment allowing patterns to be woven into the terry pile. Jacquard weaves also have different heights of terry loop and intricate color designs. A jacquard design will appear on both the back and face of the towel.
Available in: 

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,650",PKR 825,50,Bath Towel/Bath Sheet
247,Aqua & Brown Jacquard Yarn Dyed Towel,"Jacquard Towel
Get mesmerized with our exclusive Jacquard towel collection.
Jacquard towels are yarn-dyed terry towels woven on a special hook with an attachment allowing patterns to be woven into the terry pile. Jacquard weaves also have different heights of terry loop and intricate color designs. A jacquard design will appear on both the back and face of the towel.
Available in: 

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 950,PKR 475,50,Hand Towel
248,Mauve & Purple Jacquard Yarn Dyed Towel,"Jacquard Towel
Get mesmerized with our exclusive Jacquard towel collection.
Jacquard towels are yarn-dyed terry towels woven on a special hook with an attachment allowing patterns to be woven into the terry pile. Jacquard weaves also have different heights of terry loop and intricate color designs. A jacquard design will appear on both the back and face of the towel.
Available in: 

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 950,PKR 475,50,Hand Towel/Bath Towel
249,SS19-031 Bed Sheet Set,"Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
250,Daisy T-200 Digital Deck Cushion Cover,"Regular Bedding Cushion Covers
It’s the perfect finishing touch: A stunning decorative cushion to bring the perfect pop of color and pattern to your room. This decorative cushion is the perfect to complement your bed.
Sizes:

Deck: 30x56",PKR 970,PKR 485,50,Deck Cushion 30X56
251,Daisy T-200 Digital Bed Sheet Set,"Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 4,840","PKR 2,904",40,Double/King
252,OHS19-BDS-007 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 7,635","PKR 3,818",50,King
253,OHS19-BDS-012 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 7,635","PKR 3,818",50,King
254,Fusion T-150 Comforter Set,"Comforter Set:
Package Includes:
Single

1 Comforter
1 Pillowcase

Double & King:

1 Comforter
2 Pillowcases

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 5,300","PKR 2,650",50,Double
255,OHS19-BDS-011 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 7,635","PKR 3,818",50,King
256,OHS19-BDS-003 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 4,515","PKR 2,258",50,Double/Single/King
257,Magenta T-200 Digital Quilt Cover Set,"Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 7,960","PKR 4,776",40,Double/King
258,Magenta T-200 Digital Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 4,840","PKR 2,904",40,Double/King
259,Fusion T-150 Bed Sheet Set,"Fusion Sheet Set:
This beautiful design is finished with a stripe-patterned sheet in coordinating colors; this bed set will work harmoniously with any contemporary style.
Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,200","PKR 1,600",50,King
260,OHS19-BDS-004 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 4,515","PKR 2,258",50,Single
261,SS19-026 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
262,SS19-020 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double/King
263,SS19-011 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
264,SS19-008 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
265,Ombre Blue T-300 Quilt Cover Set,"Ombre Blue Duvet Cover:
Make over any room in modern elegance with the eye-catching prints and cool blue and grey tones of this duvet cover set. The perfect blend of color and style, it is a detailed block print pattern in hues of blue and grey.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 7,650","PKR 4,590",40,Double/King
266,Ombre Blue T-300 Bed Sheet Set,"Ombre Blue Sheet Set:
This cool and stylish sheet set will make the perfect addition to your bedroom. The sheet set mixes a classic design with a contemporary look.
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 4,950","PKR 2,970",40,Double
267,Dyed Grey T-600 Bed Sheet Set,"Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Bed Sheet Set:
Features:

100% Cotton
Durable
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 9,349","PKR 6,545",30,Double/King
268,Dyed Mint T-600 Bed Sheet Set,"Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Bed Sheet Set:
Features:

100% Cotton
Durable
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 9,349","PKR 6,545",30,Double/King
269,Dyed Cream T-600 Bed Sheet Set,"Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Bed Sheet Set:
Features:

100% Cotton
Durable
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 9,349","PKR 6,545",30,Double/King
270,Dyed Grey T-600 Quilt Cover Set,"Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,819","PKR 10,374",30,Double/King
271,Dyed Mint T-600 Quilt Cover Set,"Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,819","PKR 10,374",30,Double/King
272,Dyed Cream T-600 Quilt Cover Set (With Box),"This Quilt Cover Set comes with a box.
Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 16,414","PKR 11,490",30,King
273,Dyed Cream T-600 Quilt Cover Set,"Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,819","PKR 10,374",30,Double/King
274,Plain White T-600 Quilt Cover Set (With Box),"This Quilt Cover Set comes with a box.
Imperial Collection T-600
Give your home the look and luxury of a five star suite.
Our exclusive Indus valley Cotton T600 count range is irresistibly soft. It is so soft that you cant help loving its feel.
DISCOVER 5-STAR ELEGANCE IN THE COMFORT OF YOUR BEDROOM!
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 16,414","PKR 11,490",30,King
